          -118.289267,39.021274,1.
          -118.323016,39.021520,1.
          -118.356759,39.022258,1.
          -118.390491,39.023489,1.
          -118.424206,39.025211,1.
          -118.457899,39.027425,1.
          -118.491563,39.030130,1.
          -118.525193,39.033326,1.
          -118.558783,39.037013,1.
          -118.592328,39.041190,1.
          -118.625821,39.045857,1.
          -118.659258,39.051012,1.
          -118.692633,39.056656,1.
          -118.725940,39.062788,1.
          -118.759174,39.069406,1.
          -118.792328,39.076510,1.
          -118.825397,39.084099,1.
          -118.858376,39.092172,1.
          -118.891260,39.100729,1.
          -118.924041,39.109767,1.
          -118.956716,39.119285,1.
          -118.989278,39.129283,1.
          -119.021722,39.139759,1.
          -119.054042,39.150712,1.
          -119.086233,39.162141,1.
          -119.118290,39.174043,1.
          -119.150206,39.186417,1.
          -119.181977,39.199262,1.
          -119.213597,39.212577,1.
          -119.245061,39.226358,1.
          -119.276363,39.240605,1.
          -119.307498,39.255315,1.
          -119.338460,39.270488,1.
          -119.369245,39.286120,1.
          -119.399846,39.302209,1.
          -119.430259,39.318755,1.
          -119.460479,39.335753,1.
          -119.490499,39.353203,1.
          -119.520316,39.371102,1.
          -119.549924,39.389448,1.
          -119.579317,39.408238,1.
          -119.608490,39.427470,1.
          -119.637439,39.447141,1.
          -119.666159,39.467248,1.
          -119.694643,39.487790,1.
          -119.722888,39.508763,1.
          -119.750888,39.530165,1.
          -119.778639,39.551993,1.
          -119.806135,39.574244,1.
          -119.833372,39.596915,1.
          -119.860344,39.620004,1.
          -119.887047,39.643506,1.
          -119.913476,39.667420,1.
          -119.939627,39.691742,1.
          -119.965494,39.716468,1.
          -119.991074,39.741596,1.
          -120.016360,39.767123,1.
          -120.041350,39.793045,1.
          -120.066037,39.819358,1.
          -120.090419,39.846059,1.
          -120.114489,39.873146,1.
          -120.138244,39.900613,1.
          -120.161679,39.928458,1.
          -120.184791,39.956677,1.
          -120.207573,39.985266,1.
          -120.230024,40.014222,1.
          -120.252137,40.043541,1.
          -120.273909,40.073219,1.
          -120.295336,40.103252,1.
          -120.316413,40.133636,1.
          -120.337137,40.164367,1.
          -120.357504,40.195441,1.
          -120.377509,40.226855,1.
          -120.397148,40.258603,1.
          -120.416419,40.290683,1.
          -120.435316,40.323089,1.
          -120.453836,40.355818,1.
          -120.471976,40.388865,1.
          -120.489731,40.422226,1.
          -120.507098,40.455896,1.
          -120.524074,40.489872,1.
          -120.540654,40.524148,1.
          -120.556836,40.558720,1.
          -120.572616,40.593584,1.
          -120.587990,40.628736,1.
          -120.602956,40.664169,1.
          -120.617509,40.699881,1.
          -120.631647,40.735866,1.
          -120.645366,40.772119,1.
          -120.658664,40.808637,1.
          -120.671537,40.845413,1.
          -120.683982,40.882443,1.
          -120.695996,40.919723,1.
          -120.707577,40.957248,1.
          -120.718721,40.995012,1.
          -120.729426,41.033010,1.
          -120.739688,41.071238,1.
          -120.749506,41.109691,1.
          -120.758877,41.148364,1.
          -120.767797,41.187251,1.
          -120.776265,41.226347,1.
          -120.784278,41.265648,1.
          -120.791833,41.305148,1.
          -120.798929,41.344842,1.
          -120.805562,41.384724,1.
          -120.811731,41.424791,1.
          -120.817434,41.465035,1.
          -120.822668,41.505453,1.
          -120.827432,41.546038,1.
          -120.831723,41.586786,1.
          -120.835539,41.627691,1.
          -120.838879,41.668747,1.
          -120.841740,41.709950,1.
          -120.844122,41.751294,1.
          -120.846022,41.792773,1.
          -120.847438,41.834383,1.
          -120.848370,41.876116,1.
          -120.848815,41.917969,1.
          -120.848772,41.959936,1.
          -120.848240,42.002010,1.
          -120.847217,42.044187,1.
          -120.845703,42.086461,1.
          -120.843695,42.128826,1.
          -120.841193,42.171277,1.
          -120.838196,42.213809,1.
          -120.834703,42.256415,1.
          -120.830713,42.299090,1.
          -120.826224,42.341828,1.
          -120.821237,42.384625,1.
          -120.815749,42.427473,1.
          -120.809762,42.470368,1.
          -120.803273,42.513304,1.
          -120.796283,42.556275,1.
          -120.788791,42.599275,1.
          -120.780796,42.642300,1.
          -120.772298,42.685342,1.
          -120.763298,42.728397,1.
          -120.753793,42.771459,1.
          -120.743785,42.814521,1.
          -120.733274,42.857580,1.
          -120.722258,42.900627,1.
          -120.710739,42.943659,1.
          -120.698716,42.986670,1.
          -120.686190,43.029653,1.
          -120.673160,43.072603,1.
          -120.659627,43.115514,1.
          -120.645591,43.158380,1.
          -120.631053,43.201197,1.
          -120.616013,43.243958,1.
          -120.600471,43.286657,1.
          -120.584429,43.329290,1.
          -120.567886,43.371849,1.
          -120.550844,43.414330,1.
          -120.533303,43.456727,1.
          -120.515265,43.499035,1.
          -120.496729,43.541247,1.
          -120.477698,43.583358,1.
          -120.458171,43.625363,1.
          -120.438151,43.667255,1.
          -120.417638,43.709030,1.
          -120.396634,43.750682,1.
          -120.375139,43.792204,1.
          -120.353155,43.833593,1.
          -120.330684,43.874841,1.
          -120.307727,43.915945,1.
          -120.284286,43.956897,1.
          -120.260361,43.997693,1.
          -120.235956,44.038327,1.
          -120.211070,44.078794,1.
          -120.185707,44.119089,1.
          -120.159869,44.159205,1.
          -120.133556,44.199138,1.
          -120.106771,44.238883,1.
          -120.079516,44.278433,1.
          -120.051793,44.317784,1.
          -120.023605,44.356930,1.
          -119.994952,44.395867,1.
          -119.965839,44.434588,1.
          -119.936266,44.473089,1.
          -119.906236,44.511364,1.
          -119.875753,44.549408,1.
          -119.844817,44.587217,1.
          -119.813432,44.624785,1.
          -119.781601,44.662107,1.
          -119.749326,44.699178,1.
          -119.716609,44.735993,1.
          -119.683454,44.772546,1.
          -119.649863,44.808834,1.
          -119.615840,44.844851,1.
          -119.581386,44.880592,1.
          -119.546506,44.916053,1.
          -119.511202,44.951228,1.
          -119.475477,44.986112,1.
          -119.439335,45.020702,1.
          -119.402778,45.054992,1.
          -119.365811,45.088978,1.
          -119.328435,45.122655,1.
          -119.290655,45.156018,1.
          -119.252475,45.189063,1.
          -119.213896,45.221785,1.
          -119.174924,45.254180,1.
          -119.135561,45.286244,1.
          -119.095812,45.317971,1.
          -119.055679,45.349358,1.
          -119.015167,45.380400,1.
          -118.974280,45.411094,1.
          -118.933020,45.441434,1.
          -118.891393,45.471416,1.
          -118.849401,45.501037,1.
          -118.807050,45.530292,1.
          -118.764342,45.559178,1.
          -118.721282,45.587689,1.
          -118.677874,45.615823,1.
          -118.634123,45.643575,1.
          -118.590032,45.670942,1.
          -118.545605,45.697919,1.
          -118.500847,45.724503,1.
          -118.455762,45.750690,1.
          -118.410355,45.776477,1.
          -118.364630,45.801859,1.
          -118.318591,45.826833,1.
          -118.272243,45.851396,1.
          -118.225590,45.875544,1.
          -118.178637,45.899273,1.
          -118.131389,45.922581,1.
          -118.083849,45.945464,1.
          -118.036024,45.967918,1.
          -117.987917,45.989941,1.
          -117.939533,46.011529,1.
          -117.890876,46.032679,1.
          -117.841953,46.053389,1.
          -117.792768,46.073654,1.
          -117.743324,46.093472,1.
          -117.693629,46.112841,1.
          -117.643685,46.131756,1.
          -117.593499,46.150217,1.
          -117.543075,46.168219,1.
          -117.492419,46.185760,1.
          -117.441535,46.202837,1.
          -117.390428,46.219448,1.
          -117.339105,46.235591,1.
          -117.287569,46.251262,1.
          -117.235826,46.266461,1.
          -117.183881,46.281183,1.
          -117.131739,46.295427,1.
          -117.079407,46.309190,1.
          -117.026888,46.322471,1.
          -116.974188,46.335268,1.
          -116.921313,46.347578,1.
          -116.868268,46.359399,1.
          -116.815058,46.370729,1.
          -116.761689,46.381568,1.
          -116.708167,46.391911,1.
          -116.654495,46.401759,1.
          -116.600681,46.411109,1.
          -116.546729,46.419960,1.
          -116.492645,46.428310,1.
          -116.438435,46.436158,1.
          -116.384104,46.443501,1.
          -116.329657,46.450340,1.
          -116.275100,46.456672,1.
          -116.220440,46.462496,1.
          -116.165680,46.467812,1.
          -116.110827,46.472617,1.
          -116.055887,46.476911,1.
          -116.000865,46.480693,1.
          -115.945767,46.483963,1.
          -115.890598,46.486718,1.
          -115.835364,46.488958,1.
          -115.780070,46.490683,1.
          -115.724724,46.491892,1.
          -115.669329,46.492584,1.
          -115.613892,46.492759,1.
          -115.558418,46.492416,1.
          -115.502914,46.491554,1.
          -115.447384,46.490174,1.
          -115.391835,46.488275,1.
          -115.336272,46.485857,1.
          -115.280701,46.482920,1.
          -115.225128,46.479463,1.
          -115.169558,46.475487,1.
          -115.113997,46.470991,1.
          -115.058451,46.465976,1.
          -115.002925,46.460442,1.
          -114.947426,46.454389,1.
          -114.891958,46.447817,1.
          -114.836529,46.440727,1.
          -114.781142,46.433119,1.
          -114.725805,46.424993,1.
          -114.670522,46.416350,1.
          -114.615299,46.407191,1.
          -114.560143,46.397517,1.
          -114.505058,46.387327,1.
          -114.450051,46.376623,1.
          -114.395126,46.365406,1.
          -114.340291,46.353676,1.
          -114.285549,46.341435,1.
          -114.230908,46.328684,1.
          -114.176372,46.315423,1.
          -114.121947,46.301654,1.
          -114.067639,46.287378,1.
          -114.013453,46.272597,1.
          -113.959395,46.257311,1.
          -113.905470,46.241523,1.
          -113.851684,46.225233,1.
          -113.798042,46.208444,1.
          -113.744551,46.191156,1.
          -113.691214,46.173371,1.
          -113.638038,46.155092,1.
          -113.585029,46.136320,1.
          -113.532191,46.117057,1.
          -113.479530,46.097304,1.
          -113.427051,46.077064,1.
          -113.374760,46.056339,1.
          -113.322662,46.035130,1.
          -113.270762,46.013441,1.
          -113.219065,45.991272,1.
          -113.167578,45.968627,1.
          -113.116304,45.945508,1.
          -113.065250,45.921917,1.
          -113.014420,45.897857,1.
          -112.963820,45.873329,1.
          -112.913454,45.848337,1.
          -112.863328,45.822884,1.
          -112.813446,45.796971,1.
          -112.763815,45.770602,1.
          -112.714438,45.743780,1.
          -112.665320,45.716506,1.
          -112.616468,45.688785,1.
          -112.567885,45.660619,1.
          -112.519576,45.632011,1.
          -112.471547,45.602964,1.
          -112.423801,45.573481,1.
          -112.376345,45.543566,1.
          -112.329181,45.513222,1.
          -112.282316,45.482451,1.
          -112.235754,45.451258,1.
          -112.189499,45.419645,1.
          -112.143556,45.387617,1.
          -112.097930,45.355175,1.
          -112.052625,45.322325,1.
          -112.007645,45.289070,1.
          -111.962995,45.255413,1.
          -111.918679,45.221358,1.
          -111.874702,45.186908,1.
          -111.831068,45.152068,1.
          -111.787780,45.116841,1.
          -111.744844,45.081231,1.
          -111.702264,45.045243,1.
          -111.660043,45.008879,1.
          -111.618186,44.972144,1.
          -111.576696,44.935043,1.
          -111.535578,44.897578,1.
          -111.494836,44.859755,1.
          -111.454473,44.821578,1.
          -111.414494,44.783050,1.
          -111.374901,44.744176,1.
          -111.335699,44.704960,1.
          -111.296892,44.665407,1.
          -111.258483,44.625522,1.
          -111.220476,44.585307,1.
          -111.182874,44.544769,1.
          -111.145681,44.503911,1.
          -111.108900,44.462739,1.
          -111.072535,44.421256,1.
          -111.036589,44.379467,1.
          -111.001065,44.337377,1.
          -110.965966,44.294991,1.
          -110.931296,44.252314,1.
          -110.897058,44.209349,1.
          -110.863255,44.166103,1.
          -110.829890,44.122579,1.
          -110.796965,44.078783,1.
          -110.764485,44.034720,1.
          -110.732451,43.990395,1.
          -110.700866,43.945812,1.
          -110.669734,43.900976,1.
          -110.639056,43.855893,1.
          -110.608836,43.810568,1.
          -110.579076,43.765006,1.
          -110.549778,43.719211,1.
          -110.520946,43.673190,1.
          -110.492580,43.626947,1.
          -110.464685,43.580487,1.
          -110.437262,43.533816,1.
          -110.410313,43.486939,1.
          -110.383840,43.439861,1.
          -110.357846,43.392588,1.
          -110.332332,43.345124,1.
          -110.307302,43.297476,1.
          -110.282755,43.249648,1.
          -110.258695,43.201647,1.
          -110.235123,43.153476,1.
          -110.212041,43.105143,1.
          -110.189450,43.056652,1.
          -110.167353,43.008008,1.
          -110.145750,42.959218,1.
          -110.124644,42.910287,1.
          -110.104035,42.861220,1.
          -110.083926,42.812022,1.
          -110.064317,42.762700,1.
          -110.045209,42.713259,1.
          -110.026604,42.663705,1.
          -110.008503,42.614042,1.
          -109.990907,42.564278,1.
          -109.973818,42.514417,1.
          -109.957234,42.464464,1.
          -109.941159,42.414427,1.
          -109.925593,42.364309,1.
          -109.910535,42.314118,1.
          -109.895988,42.263858,1.
          -109.881951,42.213535,1.
          -109.868425,42.163156,1.
          -109.855412,42.112724,1.
          -109.842910,42.062248,1.
          -109.830920,42.011731,1.
          -109.819444,41.961180,1.
          -109.808480,41.910600,1.
          -109.798029,41.859998,1.
          -109.788092,41.809378,1.
          -109.778668,41.758747,1.
          -109.769757,41.708110,1.
          -109.761360,41.657473,1.
          -109.753475,41.606841,1.
          -109.746103,41.556221,1.
          -109.739244,41.505618,1.
          -109.732897,41.455037,1.
          -109.727061,41.404485,1.
          -109.721737,41.353967,1.
          -109.716924,41.303489,1.
          -109.712621,41.253057,1.
          -109.708827,41.202675,1.
          -109.705542,41.152350,1.
          -109.702765,41.102087,1.
          -109.700495,41.051893,1.
          -109.698732,41.001772,1.
          -109.697473,40.951730,1.
          -109.696719,40.901774,1.
          -109.696468,40.851908,1.
          -109.696718,40.802137,1.
          -109.697470,40.752469,1.
          -109.698720,40.702908,1.
          -109.700469,40.653459,1.
          -109.702714,40.604128,1.
          -109.705455,40.554922,1.
          -109.708689,40.505844,1.
          -109.712415,40.456902,1.
          -109.716631,40.408099,1.
          -109.721336,40.359442,1.
          -109.726528,40.310936,1.
          -109.732204,40.262586,1.
          -109.738364,40.214398,1.
          -109.745005,40.166377,1.
          -109.752124,40.118529,1.
          -109.759721,40.070858,1.
          -109.767793,40.023370,1.
          -109.776337,39.976071,1.
          -109.785351,39.928965,1.
          -109.794834,39.882058,1.
          -109.804782,39.835354,1.
          -109.815193,39.788860,1.
          -109.826065,39.742580,1.
          -109.837395,39.696519,1.
          -109.849180,39.650682,1.
          -109.861419,39.605074,1.
          -109.874107,39.559701,1.
          -109.887243,39.514567,1.
          -109.900823,39.469678,1.
          -109.914845,39.425037,1.
          -109.929306,39.380651,1.
          -109.944202,39.336523,1.
          -109.959531,39.292659,1.
          -109.975289,39.249063,1.
          -109.991474,39.205741,1.
          -110.008082,39.162697,1.
          -110.025109,39.119935,1.
          -110.042553,39.077460,1.
          -110.060411,39.035277,1.
